BIL      ,LONGITUD,LATITUD,"KOD FASILITI
","NAMA
","ALAMAT 
",POSKOD           ,LOKASI                             ,PEJABAT KESIHATAN DAERAH,"BANDAR
",DAERAH           ,"NEGERI
",PURATA BEBAN KERJA SEHARI,"JENIS KLINIK (BERDASARKAN PURATA BEBAN KERJA SEHARI)                                                                                                                                 KK1 = >800, KK2 = 500-800, KK3 = 300-500, KK4 =150 -300, KK5 = 100-150, KK6 = 50-100, KK7 = <50",NO TELEFON                          ,NO FAX             ,VAKSIN BCG (Tuberculosis),VAKSIN HEP B (Hepatitis B),"VAKSIN DTaP-Hib/IPV (Difteria, Tetanus, Pertusis, Hemophilus Influenza B, Polio)","VAKSIN MMR (Measles, Mumps, Rubella)",VAKSIN JE (Japaneese Encephalitis),VAKSIN Measles
93,100.314595,5.402828,21-07050028,KK JALAN PERAK,JALAN PERAK,11600,BANDAR,PKD TIMUR LAUT,GEORGETOWN,TIMUR LAUT,PULAU PINANG,1321,KK1,04-2812033,04-2819500 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
94,100.336100,5.420120,21-07050031,KK LEBUH MUNTRI,"LEBUH MUNTRI, TIMUR LAUT",10200,BANDAR,PKD TIMUR LAUT,GEORGETOWN,TIMUR LAUT,PULAU PINANG,86,KK6,04-2620024,04-2819500 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
95,100.297560,5.344180,21-07050040,KK SUNGAI DUA,GELUGUR  (BELAKANG STESEN BUS SUNGAI NIBONG),11700,BANDAR,PKD TIMUR LAUT,GELUGOR,TIMUR LAUT,PULAU PINANG,609,KK2,04-6422201,04-2819500 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
96,100.279550,5.461979,21-07050041,KK TANJUNG BUNGAH,TANJUNG BUNGAH,11200,BANDAR,PKD TIMUR LAUT,TANJUNG BUNGAH,TIMUR LAUT,PULAU PINANG,291,KK4,04-8990953,04-2819500 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
97,100.282300,5.405750,21-07050125,KK BANDAR BARU AIR ITAM,"NO 8 JALAN ANGSANA, BANDAR BARU AIR ITAM",11500,BANDAR,PKD TIMUR LAUT,GEORGETOWN,TIMUR LAUT,PULAU PINANG,812,KK1,04-8266267,04-8264810,Ada,Ada,Ada,Ada,Tiada,Tiada
98,101.284833,4.114722,21-08010034,KK BIDOR,"JALAN BESAR BIDOR, PEKAN BIDOR",35500,BANDAR,PKD BATANG PADANG,BIDOR,BATANG PADANG,PERAK,280,KK4,05-4341480,05-4341480,Ada,Ada,Ada,Ada,Tiada,Tiada
99,101.376300,3.892440,21-08010043,KK TROLAK (FELDA),"JALAN BESAR TROLAK SELATAN, FELDA TROLAK SELATAN",35600,BANDAR,PKD BATANG PADANG,SUNGKAI,BATANG PADANG,PERAK,127,KK5,05-4323136,05-4321081,Ada,Ada,Ada,Ada,Tiada,Tiada
100,101.294890,3.843310,21-08010046,KK GUNUNG BESOUT,"JALAN KLINIK, GUNUNG BESOUT",35600,BANDAR,PKD BATANG PADANG,SUNGKAI,BATANG PADANG,PERAK,95,KK6,05-4311092,05-4311092,Ada,Ada,Ada,Ada,Tiada,Tiada
101,101.401430,3.837430,21-08010086,KK SLIM RIVER,JALAN INDAH,35800,BANDAR,PKD BATANG PADANG,SLIM RIVER,MUALIM,PERAK,299,KK4,05-4527679 / 05-4323136,05-4527041,Ada,Ada,Ada,Ada,Tiada,Tiada
102,101.308890,3.998480,21-08010091,KK SUNGKAI,JALAN PEKAN SUNGKAI,35600,BANDAR,PKD BATANG PADANG,SUNGKAI,BATANG PADANG,PERAK,129,KK5,05-4386355,05-4386434,Ada,Ada,Ada,Ada,Tiada,Tiada
103,101.524392,3.688130,21-08010092,KK TANJUNG MALIM,PEKAN TANJUNG MALIM,35950,BANDAR,PKD BATANG PADANG,TG. MALIM,MUALIM,PERAK,491,KK3,05-4596333,05-4582380,Ada,Ada,Ada,Ada,Tiada,Tiada
104,101.265540,4.187040,21-08010095,KK TAPAH,JALAN DAMAI,35000,BANDAR,PKD BATANG PADANG,TAPAH,BATANG PADANG,PERAK,427,KK3,05-4010260,05-4018467,Ada,Ada,Ada,Ada,Tiada,Tiada
105,101.263601,4.193621,21-08010328,KK TAPAH ROAD,PEKAN TAPAH,35000,BANDAR,PKD BATANG PADANG,TAPAH,BATANG PADANG,PERAK,70,KK6,05-4180370,05-4014364 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
106,100.786510,3.978230,21-08020031,KK BAGAN DATOH,PEKAN BAGAN DATOH,36100,BANDAR,PKD HILIR PERAK,BAGAN DATOH,HILIR PERAK,PERAK,119,KK5,05-6466233,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
107,101.102778,4.132556,21-08020042,KK CHENDERONG BALAI,CHENDERONG BALAI,36600,BANDAR,PKD HILIR PERAK,CHENDERONG BALAI,HILIR PERAK,PERAK,173,KK4,05-7215355,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
108,100.934250,3.876417,21-08020049,KK HUTAN MELINTANG,JALAN HUTAN MELINTANG,36400,BANDAR,PKD HILIR PERAK,HUTAN MELINTANG,HILIR PERAK,PERAK,215,KK4,05-8880333,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
109,101.149667,4.079833,21-08020062,KK LANGKAP,LANGKAP,36700,BANDAR,PKD HILIR PERAK,LANGKAP,HILIR PERAK,PERAK,228,KK4,05-4341480,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
110,100.789110,3.902028,21-08020083,KK SELEKOH,"JALAN BAGAN DATOH, SELEKOH",36100,BANDAR,PKD HILIR PERAK,TELUK INTAN,HILIR PERAK,PERAK,131,KK5,05-2548615,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
111,100.854306,3.890583,21-08020090,KK SUNGAI SUMUN,"KAMPUNG SUNGAI SUMUN, SUNGAI SUMUN",36300,BANDAR,PKD HILIR PERAK,TELUK INTAN,HILIR PERAK,PERAK,173,KK4,05-3761355,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
112,101.018123,4.028198,21-08020360,KK TELOK INTAN,JALAN BANDAR,36000,BANDAR,PKD HILIR PERAK,TELUK INTAN,HILIR PERAK,PERAK,348,KK3,05-8553013,05-6212401 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
113,100.795269,3.977372,21-08020214,KK SUNGAI TIANG,BAGAN DATOH,36100,BANDAR,PKD HILIR PERAK,BAGAN DATOH,HILIR PERAK,PERAK,26,KK7,05-6487380,-,Ada,Ada,Ada,Ada,Tiada,Tiada
114,101.058470,5.293600,21-08030063,KK LAWIN,"JALAN LENGGONG-GERIK, LAWIN",33410,LUAR BANDAR,PKD HULU PERAK,GERIK,HULU PERAK,PERAK,101,KK5,05-7911907,05-7914670,Ada,Ada,Ada,Ada,Tiada,Tiada
115,100.968000,5.107533,21-08030065,KK LENGGONG,"JALAN GERIK, PEKAN LENGGONG",33400,BANDAR,PKD HULU PERAK,LENGGONG,HULU PERAK,PERAK,281,KK4,05-7677355,05-7679461,Ada,Ada,Ada,Ada,Tiada,Tiada
116,100.996154,5.706230,21-08030076,KK PENGKALAN HULU,JALAN PENGKALAN HULU,33100,BANDAR,PKD HULU PERAK,PENGKALAN HULU,HULU PERAK,PERAK,286,KK4,04-4778355,04-4770885,Ada,Ada,Ada,Ada,Tiada,Tiada
117,101.107733,5.566600,21-08030077,KK PLANG,"JALAN GERIK-PENGKALAN HULU, KAMPUNG PLANG",33320,LUAR BANDAR,PKD HULU PERAK,GERIK,HULU PERAK,PERAK,126,KK5,05-7917635,05-7917795,Ada,Ada,Ada,Ada,Tiada,Tiada
118,101.130051,5.435927,21-08030388,KK POS KEMAR,"PEJABAT KESIHATAN HULU PERAK, ARAS 3 WISMA PERSEKUTUAN PERSEKUTUAN, JLN INTAN, GRIK",33300,LUAR BANDAR,PKD HULU PERAK,HULU PERAK,HULU PERAK,PERAK,60,KK6,05-7911335,05-7911426,Ada,Ada,Ada,Ada,Tiada,Tiada
119,100.587297,5.049533,21-08040029,KK ALOR PONGSU,"JALAN STESEN ALOR PONGSU, ALOR PONGSU",34300,BANDAR,PKD KERIAN,BAGAN SERAI,KERIAN,PERAK,151,KK4,05-7215855,05-7212605,Ada,Ada,Ada,Ada,Tiada,Tiada
120,100.540692,5.008047,21-08040032,KK BAGAN SERAI,"JALAN TAIPING, PEKAN BAGAN SERAI, BAGAN SERAI",34300,BANDAR,PKD KERIAN,KERIAN,KERIAN,PERAK,336,KK3,05-7215355,05-7231303,Ada,Ada,Ada,Ada,Tiada,Tiada
121,100.652394,4.965594,21-08040048,KK GUNUNG SEMANGGOL,"JALAN KUBU GAJAH, SIMPANG EMPAT, GUNUNG SEMANGGOL",34400,LUAR BANDAR,PKD KERIAN,KERIAN,KERIAN,PERAK,151,KK4,05-8921304,05-8901333,Ada,Ada,Ada,Ada,Tiada,Tiada
122,100.478130,5.074560,21-08040050,KK JALAN BARU,JALAN TANAH KEBUN,34250,LUAR BANDAR,PKD KERIAN,PARIT BUNTAR,KERIAN,PERAK,140,KK5,05-7163355,05-7174043,Ada,Ada,Ada,Ada,Tiada,Tiada
123,100.438456,5.108931,21-08040057,KK KEDAI EMPAT,"KEDAI EMPAT, TANJUNG PIANDANG",34250,LUAR BANDAR,PKD KERIAN,TG. PIANDANG,KERIAN,PERAK,119,KK5,05-7165155,05-7165155,Ada,Ada,Ada,Ada,Tiada,Tiada
124,100.619814,4.951086,21-08040058,KK KUALA GULA,KUALA GULA,34350,LUAR BANDAR,PKD KERIAN,KERIAN,KERIAN,PERAK,68,KK6,05-8908657,05-8905672,Ada,Ada,Ada,Ada,Tiada,Tiada
125,100.435694,5.025519,21-08040059,KK KUALA KURAU,JALAN KUALA KURAU,34350,LUAR BANDAR,PKD KERIAN,KUALA KURAU,KERIAN,PERAK,231,KK4,05-7277355,05-7277717,Ada,Ada,Ada,Ada,Tiada,Tiada
126,100.582197,4.985617,21-08040096,KK TELUK MEDAN,"JALAN TAIPING, KAMPUNG TELUK MEDAN",34300,LUAR BANDAR,PKD KERIAN,BAGAN SERAI,KERIAN,PERAK,196,KK5,05-7215655,05-7210126,Ada,Ada,Ada,Ada,Tiada,Tiada
127,100.385360,5.071910,21-08040097,KK TANJUNG PIANDANG,"JALAN PANTAI, TANJUNG PIANDANG",34250,BANDAR,PKD KERIAN,TG. PIANDANG,KERIAN,PERAK,194,KK4,05-7256355,05-7250402,Ada,Ada,Ada,Ada,Tiada,Tiada
128,100.624255,4.925012,21-08040210,KK SELINSING,"KAMPUNG SELINSING, SIMPANG AMPAT, SEMANGGOL",34400,LUAR BANDAR,PKD KERIAN,SIMPANG EMPAT,KERIAN,PERAK,32,KK7,05-8904542,05-7165355 (PKD),Ada,Ada,Ada,Ada,Tiada,Tiada
129,101.165130,4.453730,21-08110044,KK GOPENG,"JALAN DR.RAJA NAZRIN, PEKAN GOPENG",31600,BANDAR,PKD KAMPAR,GOPENG,KAMPAR,PERAK,242,KK4,05-3593355,05-3596985,Ada,Ada,Ada,Ada,Tiada,Tiada
130,101.156944,4.298333,21-08110052,KK KAMPAR,JALAN DEGONG,31900,BANDAR,PKD KAMPAR,KAMPAR,KAMPAR,PERAK,498,KK3,05-4667011,05-4666872,Ada,Ada,Ada,Ada,Tiada,Tiada
131,101.122130,4.357650,21-08110067,KK MALIM NAWAR,JALAN MALIM NAWAR,31700,LUAR BANDAR,PKD KAMPAR,MALIM NAWAR,KAMPAR,PERAK,192,KK4,05-4771818,05-4773241,Ada,Ada,Ada,Ada,Tiada,Tiada
132,101.079330,4.398840,21-08110379,KK KOTA BHARU,JALAN KOTA BHARU,31610,LUAR BANDAR,PKD KAMPAR,GOPENG,KAMPAR,PERAK,25,KK7,05-3594355,05-3596701,Ada,Ada,Ada,Ada,Tiada,Tiada
133,101.078056,4.593889,21-08050035,KK BIJIH TIMAH,JALAN TREACHER,31350,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,61,KK6,05-2548615,05-2420528,Ada,Ada,Ada,Ada,Tiada,Tiada
134,101.134444,4.731944,21-08050041,KK CHEMOR,"JALAN TANAH HITAM, KAMPUNG CHEMOR",31200,BANDAR,PKD KINTA,CHEMOR,KINTA,PERAK,644,KK2,05-2011355,05-2015255,Ada,Ada,Ada,Ada,Tiada,Tiada
135,101.086944,4.602778,21-08050045,KK GREENTOWN,JALAN RAJA MUSA AZIZ,30450,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,1875,KK1,05-2530801,05-2530740,Ada,Ada,Ada,Ada,Tiada,Tiada
136,101.112410,4.562890,21-08050047,KK GUNUNG RAPAT,JALAN GUNUNG RAPAT,31350,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,765,KK2,05-3115813,05-3115811,Ada,Ada,Ada,Ada,Tiada,Tiada
137,101.056667,4.614167,21-08050051,KK JELAPANG,"JALAN JELAPANG, PEKAN JELAPANG",30020,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,350,KK3,05-5268566,05-5284676,Ada,Ada,Ada,Ada,Tiada,Tiada
138,101.115278,4.616667,21-08050054,KK KAMPUNG SIMEE,"JALAN KOMPLEKS SUKAN, KAMPUNG SIMEE",31400,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,885,KK1,03-5474202,05-5496385,Ada,Ada,Ada,Ada,Tiada,Tiada
139,101.071010,4.618080,21-08050068,KK MANJOI,JALAN MASJID,30100,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,279,KK4,05-5263220,05-5284672,Ada,Ada,Ada,Ada,Tiada,Tiada
140,101.050530,4.562720,21-08050070,KK MENGLEMBU,"JALAN MENGLEMBU TIMUR 10, PEKAN MENGELEMBU",31450,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,275,KK3,05-2815882,05-2814090,Ada,Ada,Ada,Ada,Tiada,Tiada
141,101.085120,4.575100,21-08050075,KK PASIR PINJI,"JALAN BUNGA RAYA, PASIR PINJI",31650,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,342,KK3,05-3214172,05-3214569,Ada,Ada,Ada,Ada,Tiada,Tiada
142,101.157430,4.665540,21-08050093,KK TANJUNG RAMBUTAN,"JALAN TAMBUN, TANJUNG RAMBUTAN",31250,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,392,KK3,05-5331355,05-5335379,Ada,Ada,Ada,Ada,Tiada,Tiada
143,101.055000,4.325278,21-08050094,KK TANJUNG TUALANG,PEKAN TANJUNG TUALANG,31800,BANDAR,PKD KINTA,TG. TUALANG,KINTA,PERAK,90,KK6,05-3609355,05-3600324,Ada,Ada,Ada,Ada,Tiada,Tiada
144,100.993056,4.423056,21-08050099,KK TRONOH,JALAN TRONOH,31750,BANDAR,PKD KINTA,TRONOH,KINTA,PERAK,143,KK5,05-3676355,05-3676243,Ada,Ada,Ada,Ada,Tiada,Tiada
145,101.031884,4.846365,21-08050358,KK PUSING,JALAN PUSING,31000,BANDAR,PKD KINTA,BATU GAJAH,KINTA,PERAK,80,KK6,05-2884824,05-2883529,Ada,Ada,Ada,Ada,Tiada,Tiada
146,101.050640,4.585290,21-08050383,KK BUNTUNG,"LOT 30943, JALAN DESA RISHAH",30100,BANDAR,PKD KINTA,IPOH,KINTA,PERAK,413,KK3,05-2824421,05-2823333,Ada,Ada,Ada,Ada,Tiada,Tiada
147,100.967117,4.832567,21-08060056,KK KARAI,"JALAN BESAR, KAMPUNG KARAI",33600,LUAR BANDAR,PKD KUALA KANGSAR,ENGGOR,KUALA KANGSAR,PERAK,127,KK5,05-7576355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
148,101.099898,4.935269,21-08060066,KK LINTANG,"KAMPUNG LINTANG, SUNGAI SIPUT UTARA",31110,LUAR BANDAR,PKD KUALA KANGSAR,SG. SIPUT,KUALA KANGSAR,PERAK,101,KK5,05-5912255,-,Ada,Ada,Ada,Ada,Tiada,Tiada
149,100.879683,4.591333,21-08060069,KK MANONG,JALAN RUMAH AWAM II,33800,BANDAR,PKD KUALA KANGSAR,KUALA KANGSAR,KUALA KANGSAR,PERAK,108,KK5,05-7430355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
150,100.849983,4.774700,21-08060071,KK PADANG RENGAS,PEKAN PADANG RENGAS,33700,BANDAR,PKD KUALA KANGSAR,PADANG RENGAS,KUALA KANGSAR,PERAK,263,KK4,05-7584355,05-7585924,Ada,Ada,Ada,Ada,Tiada,Tiada
151,100.925710,4.931700,21-08060080,KK SAUK,JALAN BESAR LENGGONG,33500,LUAR BANDAR,PKD KUALA KANGSAR,KUALA KANGSAR,KUALA KANGSAR,PERAK,138,KK5,05-7511355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
152,101.080558,4.815825,21-08060089,KK SUNGAI SIPUT,"JALAN IPOH, PEKAN SUNGAI SIPUT",31100,BANDAR,PKD KUALA KANGSAR,SUNGAI SIPUT,KUALA KANGSAR,PERAK,133,KK5,05-5982355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
153,100.926631,4.577897,21-08060173,KK BEKOR,"BEKOR, MANONG",33800,LUAR BANDAR,PKD KUALA KANGSAR,KUALA KANGSAR,KUALA KANGSAR,PERAK,20,KK7,05-74311575,-,Ada,Ada,Ada,Ada,Tiada,Tiada
154,100.801430,4.977000,21-08070033,KK BATU KURAU,PEKAN BATU KURAU,34500,BANDAR,PKD LARUT MATANG,BATU KURAU,LARUT MATANG,PERAK,128,KK5,05-8880333,05-8880333,Ada,Ada,Ada,Ada,Tiada,Tiada
155,100.724330,4.786410,21-08070038,KK CHANGKAT JERING,"PEKAN CHANGKAT JERING, JALAN KUALA KANGSAR, LARUT, MALANG & SELAMA",34850,BANDAR,PKD LARUT MATANG,TAIPING,LARUT MATANG,PERAK,211,KK4,05-8553013,05-8553013,Ada,Ada,Ada,Ada,Tiada,Tiada
156,100.723102,4.903262,21-08070055,KK KAMUNTING,"JALAN EKSPO, PEKAN KEMUNTING",34600,BANDAR,PKD LARUT MATANG,KAMUNTING,LARUT MATANG,PERAK,475,KK3,05-8913751,05-8913751,Ada,Ada,Ada,Ada,Tiada,Tiada
157,100.632900,4.838360,21-08070060,KK KUALA SEPETANG,KAMPUNG KUALA SEPETANG,34600,BANDAR,PKD LARUT MATANG,KUALA SEPETANG,LARUT MATANG,PERAK,140,KK5,05-8581355,05-8581355,Ada,Ada,Ada,Ada,Tiada,Tiada
158,100.741667,4.834167,21-08070078,KK POKOK ASSAM,"JALAN MENTERI BESAR, PEKAN POKOK ASSAM",34000,BANDAR,PKD LARUT MATANG,TAIPING,LARUT MATANG,PERAK,264,KK4,05-8067177,05-8089301,Ada,Ada,Ada,Ada,Tiada,Tiada
159,100.784442,5.115250,21-08070079,KK REDANG PANJANG,"JALAN BATU KURAU, IJOK",34510,BANDAR,PKD LARUT MATANG,LARUT MATANG,LARUT MATANG,PERAK,72,KK6,05-8802264,05-8802264,Ada,Ada,Ada,Ada,Tiada,Tiada
160,100.694740,5.216510,21-08070082,KK SELAMA,"PEKAN SELAMA, LARUT, MATANG & SELAMA",34100,BANDAR,PKD LARUT MATANG,SELAMA,LARUT MATANG,PERAK,36,KK7,05-8394355,-,Ada,Ada,Ada,Ada,Tiada,Tiada
161,100.782123,5.259039,21-08070087,KK SUNGAI BAYOR,"PEKAN SUNGAI BAYOR, SELAMA",34110,LUAR BANDAR,PKD LARUT MATANG,SELAMA,LARUT MATANG,PERAK,78,KK6,05-8394155,05-8394155,Ada,Ada,Ada,Ada,Tiada,Tiada
162,100.681440,4.598190,21-08070088,KK SUNGAI KERANG,"JALAN PANTAI REMIS, TRONG, LARUT, MATANG & SELAMA",34800,BANDAR,PKD LARUT MATANG,TRONG,LARUT MATANG,PERAK,96,KK6,05-8544255,05-8544255,Ada,Ada,Ada,Ada,Tiada,Tiada
163,100.718450,4.704770,21-08070098,KK TRONG,"TRONG, LARUT, MATANG & SELAMA",34800,BANDAR,PKD LARUT MATANG,LARUT MATANG,LARUT MATANG,PERAK,107,KK5,05-8577155,05-8577155,Ada,Ada,Ada,Ada,Tiada,Tiada
164,100.767696,5.165361,21-08070157,KK IJOK,FELDA IJOK,34120,BANDAR,PKD LARUT MATANG,REDANG PANJANG,LARUT MATANG,PERAK,31,KK7,05-8803048,-,Ada,Ada,Ada,Ada,Tiada,Tiada
165,100.745556,4.847500,21-08070384,KK TAIPING,"JALAN TUPAI, LARUT, MATANG & SELAMA",34000,BANDAR,PKD LARUT MATANG,TAIPING,LARUT MATANG,PERAK,932,KK1,05-8041555,05-8011315,Ada,Ada,Ada,Ada,Tiada,Tiada
166,100.744880,4.847600,21-08070417,KK SIMPANG,"JALAN KUALA KANGSAR, SIMPANG",34700,BANDAR,PKD LARUT MATANG,TAIPING,LARUT MATANG,PERAK,406,KK3,05-8491466,05-8491694,Ada,Ada,Ada,Ada,Tiada,Tiada
167,100.748947,4.289038,21-08080030,KK AYER TAWAR,"JALAN BESAR, PEKAN AYER TAWAR",32400,BANDAR,PKD MANJUNG,AYER TAWAR,MANJUNG,PERAK,255,KK3,05-6723333,-,Ada,Ada,Ada,Ada,Tiada,Tiada
168,100.788980,4.497290,21-08080037,KK BRUAS,"JALAN BESAR, BRUAS",32700,BANDAR,PKD MANJUNG,BRUAS,MANJUNG,PERAK,134,KK5,05-6743333,-,Ada,Ada,Ada,Ada,Tiada,Tiada
169,100.691290,4.381654,21-08080039,KK CHANGKAT KRUING,"KAMPUNG CHANGKAT KRUING, CHANGKAT KRUING",32500,LUAR BANDAR,PKD MANJUNG,MANJUNG,MANJUNG,PERAK,84,KK6,05-6751553,-,Ada,Ada,Ada,Ada,Tiada,Tiada
170,100.730600,4.135710,21-08080064,KK LEKIR,"BATU 8, LEKIR",32020,BANDAR,PKD MANJUNG,SETIAWAN,MANJUNG,PERAK,212,KK4,05-6791415 / 05-6791527,-,Ada,Ada,Ada,Ada,Tiada,Tiada
171,100.571440,4.212010,21-08080072,KK PULAU PANGKOR,"JALAN PASIR BOGAK, PEKAN PULAU PANGKOR, PULAU PANGKOR",32300,BANDAR,PKD MANJUNG,PANGKOR,MANJUNG,PERAK,169,KK4,05-6851234 / 05-6854048 / 05-6852136,05-6852540,Ada,Ada,Ada,Ada,Tiada,Tiada
172,100.630730,4.444080,21-08080073,KK PANTAI REMIS,"JALAN BESAR, PEKAN PANTAI REMIS",34900,BANDAR,PKD MANJUNG,PANTAI REMIS,MANJUNG,PERAK,366,KK3,05-6771316,05-6771316,Ada,Ada,Ada,Ada,Tiada,Tiada
173,100.702810,4.223920,21-08080085,KK SITIAWAN,"JALAN DATO' AHMAD YUNUS, PEKAN SITIAWAN",32000,BANDAR,PKD MANJUNG,SITIAWAN,MANJUNG,PERAK,507,KK2,05-6914355,05-6918597,Ada,Ada,Ada,Ada,Tiada,Tiada
174,100.638510,4.480930,21-08080267,KK PENGKALAN BARU,KAMPUNG PENGKALAN BARU,34900,LUAR BANDAR,PKD MANJUNG,PANTAI REMIS,MANJUNG,PERAK,22,KK7,05-6774350,-,Ada,Ada,Ada,Ada,Tiada,Tiada
175,100.873000,4.356850,21-08090036,KK BOTA KIRI,"JALAN BOTA KIRI, BOTA KIRI",32600,BANDAR,PKD PERAK TENGAH,BOTA,PERAK TENGAH,PERAK,168,KK4,05-3761355,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
176,100.900830,4.144508,21-08090040,KK CHANGKAT LADA,JALAN SEKOLAH LATIHAN FELCRA SEBERANG PERAK,36800,LUAR BANDAR,PKD PERAK TENGAH,KAMPUNG GAJAH,PERAK TENGAH,PERAK,137,KK5,05-6551355 / 05-6551501,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
177,100.942150,4.182740,21-08090053,KK KAMPUNG GAJAH,PEKAN KAMPUNG GAJAH,36800,BANDAR,PKD PERAK TENGAH,KAMPUNG GAJAH,PERAK TENGAH,PERAK,109,KK5,05-6311185,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
178,100.880362,4.279409,21-08090061,KK LAMBOR KIRI,"JALAN TELUK SENA, LAMBOR KIRI",32900,BANDAR,PKD PERAK TENGAH,BOTA,PERAK TENGAH,PERAK,72,KK6,05-3761855,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
179,100.909750,4.476480,21-08090074,KK PARIT,JALAN PEJABAT POS,32800,BANDAR,PKD PERAK TENGAH,PARIT,PERAK TENGAH,PERAK,178,KK4,05-3772689,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
180,100.946850,4.090167,21-08090100,KK ULU DEDAP,"JALAN SEBERANG PERAK, KAMPUNG ULU DEDAP",36000,BANDAR,PKD PERAK TENGAH,TELUK INTAN,PERAK TENGAH,PERAK,129,KK5,05-6551384,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
181,101.031328,4.246290,21-08090104,KK AIR KUNING,"JALAN TANJUNG TUALANG, AIR KUNING, KAMPUNG GAJAH",36800,LUAR BANDAR,PKD PERAK TENGAH,TANJUNG TUALANG,PERAK TENGAH,PERAK,16,KK7,05-4780897,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
182,100.952508,4.322210,21-08090278,KK FELCRA NASARUDDIN,FELCRA NASARUDIN,32600,LUAR BANDAR,PKD PERAK TENGAH,BOTA,PERAK TENGAH,PERAK,10,KK7,05-3711603,05-3711890,Ada,Ada,Ada,Ada,Tiada,Tiada
183,101.748503,3.174666,21-10010026,KK AU2,"JALAN AU2, TAMAN SERI KERAMAT",54200,BANDAR,PKD GOMBAK,GOMBAK,GOMBAK,SELANGOR,816,KK1,03-42579466,03-42519005,Ada,Ada,Ada,Ada,Tiada,Tiada
184,101.472505,3.319920,21-10010030,KK BATU ARANG,JKR G/1325,48100,BANDAR,PKD GOMBAK,BATU ARANG,GOMBAK,SELANGOR,516,KK2,03-60352287,03-60352287,Ada,Ada,Ada,Ada,Tiada,Tiada
185,101.713499,3.222995,21-10010204,KK GOMBAK SETIA,"JKR G/922 JLN.SEKOLAH, GOMBAK",53000,BANDAR,PKD GOMBAK,GOMBAK SETIA,GOMBAK,SELANGOR,827,KK1,03-61896927 / 03-61860248,03-61841704,Ada,Ada,Ada,Ada,Tiada,Tiada
186,101.551652,3.259549,21-10010046,KK KUANG,"BATU 20, KUANG",48050,BANDAR,PKD GOMBAK,RAWANG,GOMBAK,SELANGOR,568,KK2,03-60371355,03-60571028,Ada,Ada,Ada,Ada,Tiada,Tiada
187,101.577470,3.321540,21-10010055,KK RAWANG,TAMAN RAWANG PERDANA RAWANG,48000,BANDAR,PKD GOMBAK,RAWANG,GOMBAK,SELANGOR,767,KK2,03-60919055 / 03-60919058,03-60934600,Ada,Ada,Ada,Ada,Tiada,Tiada
188,101.674030,3.245470,21-10010059,KK SELAYANG BARU,JLN SG. TUA MUKIM BATU,68100,BANDAR,PKD GOMBAK,BATU CAVES,GOMBAK,SELANGOR,1252,KK1,03-61878564,03-61855403,Ada,Ada,Ada,Ada,Tiada,Tiada
189,101.577310,3.220640,21-10010068,KK SUNGAI BULOH,"LOT, 1853, KG MELAYU SG.BULOH ",47000,BANDAR,PKD GOMBAK,SUNGAI BULOH,GOMBAK,SELANGOR,1243,KK1,03-61401293 / 03-61414544 / 03-61414533,03-61576775,Ada,Ada,Ada,Ada,Tiada,Tiada
190,101.622655,3.224115,21-10010071,KK TAMAN EHSAN,JLN. E4/16 TAMAN EHSAN,52100,BANDAR,PKD GOMBAK,KEPONG,GOMBAK,SELANGOR,848,KK1,03-62727471 / 03-62727472 (MCH),03-62778617,Ada,Ada,Ada,Ada,Tiada,Tiada
